1;1;"allow";"permitir"
1;1;"beaming back";"transmitir de volta (sinal de r&aacute;dio)"
1;1;"called";"chamadas"
1;1;"call";"chamar"
1;1;"change";"mudan&ccedil;as"
1;1;"enough";"suficiente"
1;1;"heat up";"aquecer"
1;1;"hope";"esperar"
1;1;"kill";"matar"
1;1;"main";"principal"
1;1;"manager";"coordenador"
1;1;"measure";"medir"
1;1;"occur";"ocorre"
1;1;"pleased";"satisfeito"
1;1;"powerful";"poderoso"
1;1;"sending / send";"enviar"
1;1;"shown";"mostradas"
1;1;"show";"mostrar"
1;1;"viewing / view";"vista"
1;1;"as well";"tamb&eacute;m"
1;2;"although";"embora"
1;2;"allowed";"permitiu"
1;2;"allow";"permitir"
1;2;"attained";"conseguiu"
1;2;"attain";"conseguir"
1;2;"dealing / deal";"lidar"
1;2;"face";"enfrentar"
1;2;"follow";"seguir"
1;2;"found";"achou, considerou"
1;2;"find";"achar"
1;2;"founded";"fundada"
1;2;"founder";"fundador"
1;2;"heard";"ouviu"
1;2;"hear";"ouvir"
1;2;"means";"recursos"
1;2;"mening";"significado"
1;2;"met";"encontrou"
1;2;"meet";"encontrar"
1;2;"outstanding";"not&aacute;vel"
1;2;"physician";"m&eacute;dico"
1;2;"powerful";"poderosa"
1;2;"replace";"substituir"
1;2;"research";"pesquisa, pesquisar"
1;2;"starting point";"in&iacute;cio"
1;2;"suffered";"sofreu"
1;2;"suffer";"sofrer"
1;2;"through";"atrav&eacute;s"
1;2;"uncovering";"revela&ccedil;&atilde;o"
1;2;"under";"sob"
1;2;"was joined";"foi acompanhado / foi seguido"
1;3;"at least";"pelo menos"
1;3;"be displayed";"ser exposto"
1;3;"breath";"respira&ccedil;&atilde;o"
1;3;"carry out";"realizar"
1;3;"cave";"caverna"
1;3;"display";"expor"
1;3;"environmental";"ambiental"
1;3;"former";"anterior"
1;3;"need";"precisar"
1;3;"powered";"movido &agrave;"
1;3;"powerful";"poderoso"
1;3;"raise";"aumentar"
1;3;"recover";"recuperar"
1;3;"research";"pesquisa, pesquisar"
1;3;"researcher";"pesquisador"
1;3;"restored";"restaurada"
1;3;"restore";"restaurar"
1;3;"touch";"toque"
1;3;"wall";"muro"
1;3;"whenever";"toda vez que"
1;4;"admonition";"admoesta&ccedil;&atilde;o, conselho"
1;4;"advice";"conselho"
1;4;"at least";"pelo menos"
1;4;"available";"dispon&iacute;l"
1;4;"breath";"respira&ccedil;&atilde;o"
1;4;"take a breath";"tomar f&ocirc;lego, ter um descanso, dar um tempo"
1;4;"breathing room";"espa&ccedil;o para (sobreviver) atuar no mercado"
1;4;"developer";"o pequeno empres&aacute;rio"
1;4;"features";"caracter&iacute;sticas"
1;4;"for that matter";"na verdade"
1;4;"haves and have nots";"os que t&ecirc;m recursos, poder, e os que n&atilde;o t&ecirc;m"
1;4;"mastered";"aprendido bem, dominado"
1;4;"need";"precisar"
1;4;"rule";"regra"
1;4;"shelf";"prateleira"
1;4;"sources";"fontes"
1;4;"step";"passo"
1;4;"train";"treinar"
1;4;"useless";"(use &#8212; usar, less – sem) in&uacute;til"
1;4;"vacation";"f&eacute;rias"
1;4;"witnessed";"testemunhado"
1;4;"witness";"testemunhar"
1;4;"working";"funcionando"
1;5;"among";"entre"
1;5;"attendance";"frequ&ecirc;ncia"
1;5;"authors";"autores"
1;5;"carried out";"realizado"
1;5;"childcare";"cuidar de crian&ccedil;as"
1;5;"daycare centres";"creches"
1;5;"death";"morte"
1;5;"developing";"em desenvolvimento"
1;5;"desease";"doen&ccedil;a"
1;5;"found";"descobriu"
1;5;"growing";"crescente"
1;5;"healthy";"saud&aacute;vel"
1;5;"income";"renda (como sal&aacute;rio)"
1;5;"increase";"aumentar"
1;5;"increasing";"cada vez maior"
1;5;"likely";"prov&aacute;vel"
1;5;"link";"liga&ccedil;&atilde;o, rela&ccedil;&atilde;o, elo"
1;5;"managed";"gerenciado"
1;5;"might be";"poderiam ser"
1;5;"need";"necessidade"
1;5;"outside";"fora"
1;5;"poor";"deficiente"
1;5;"properly";"de forma apropriada, apropriadamente"
1;5;"recognise";"reconhecer"
1;5;"researcher";"pesquisador"
1;5;"run riot";"espalhar-se"
1;5;"send";"enviar"
1;5;"suffering";"sofrer"
1;5;"under";"abaixo"
1;5;"well-managed";"bem gerenciado, bem administrado"
2;1;"advertise";"divulgar"
2;1;"approach";"abordagem"
2;1;"are told";"s&atilde;o avisados, alertados"
2;1;"avoid";"evitar"
2;1;"behavior";"comportamento"
2;1;"can afford";"poder arcar com as consequ&ecirc;ncias"
2;1;"choose";"escolher"
2;1;"death";"morte"
2;1;"displays";"manifesta&ccedil;&otilde;s"
2;1;"doubt";"d&uacute;vida"
2;1;"engagement";"engajamento"
2;1;"ensure";"certificar-se"
2;1;"establish";"estabelecer"
2;1;"evolved";"evolu&iacute;do"
2;1;"fathered";"gerados"
2;1;"father";"gerar, procriar"
2;1;"feats";"feitos"
2;1;"fightings";"lutas, brigas"
2;1;"fights";"lutar, lutas"
2;1;"geared";"direcionada"
2;1;"injured";"feridas"
2;1;"injure";"ferir"
2;1;"killed";"mortos"
2;1;"mean";"significa"
2;1;"need";"precisar"
2;1;"odd";"estranho"
2;1;"offspring";"filhos"
2;1;"oversee";"supervisionar"
2;1;"parents";"pais"
2;1;"perhaps";"talvez"
2;1;"peers";"pares, semelhantes"
2;1;"ranging";"que abrange"
2;1;"rather than";"ao inv&eacute;s de"
2;1;"recognized";"reconhecidas"
2;1;"role";"papel"
2;1;"smartest";"o mais esperto"
2;1;"smart";"esperto"
2;1;"spreading";"espalhando"
2;1;"therefore";"portanto"
2;1;"throughout";"atrav&eacute;s"
2;1;"unlike";"diferente de"
2;1;"war";"guerra"
2;1;"weaker";"mais fraco"
2;1;"weak";"fraco"
2;1;"work";"funcionar"
2;2;"among";"entre"
2;2;"around";"por volta de"
2;2;"at least";"pelo menos"
2;2;"become";"tornar-se"
2;2;"between";"entre"
2;2;"birth";"nascimento"
2;2;"both";"ambos"
2;2;"bought";"passado e partic&iacute;pio passado de buy &#8212; comprar"
2;2;"characters";"personagens"
2;2;"consumption";"consumo"
2;2;"currently";"atualmente"
2;2;"decrease";"redu&ccedil;&atilde;o (increase &#8212; aumento)"
2;2;"developing";"em desenvolvimento"
2;2;"downwards";"em sentido descendente"
2;2;"ensure";"assegurar"
2;2;"envy";"inveja"
2;2;"experts";"especialistas"
2;2;"fallen";"ca&iacute;do"
2;2;"fall";"cair"
2;2;"figure";"n&uacute;mero"
2;2;"first";"primeiro, inicialmente"
2;2;"growth";"crescimento"
2;2;"instalments";"presta&ccedil;&otilde;es"
2;2;"led to";"levou a"
2;2;"lead";"levar"
2;2;"lower";"abaixar, reduzir"
2;2;"network";"rede"
2;2;"overlook";"fazer vista grossa, n&atilde;o dar a devida aten&ccedil;&atilde;o"
2;2;"package";"pacote"
2;2;"pattern";"padr&atilde;o"
2;2;"play";"desempenhar"
2;2;"poor";"pobre"
2;2;"poorer";"mais pobre"
2;2;"rate";"&iacute;ndice"
2;2;"reducing / reduce";"reduzir"
2;2;"reduction";"redu&ccedil;&atilde;o "
2;2;"role";"papel, fun&ccedil;&atilde;o"
2;2;"scholar";"professor universit&aacute;rio"
2;2;"still";"ainda"
2;2;"such as";"tais como"
2;2;"toward";"em rela&ccedil;&atilde;o a"
2;2;"try";"tentar"
2;2;"twice";"duas vezes"
2;2;"while";"enquanto"
2;2;"without";"sem"
2;2;"work in";"transmitir"
2;2;"yet";"ainda assim"
2;3;"award";"conceder"
2;3;"choice";"escolha"
2;3;"drop";"tirar, deixar cair, queda"
2;3;"entitled";"intitulado"
2;3;"eunuch";"eunuco"
2;3;"funds";"fundos"
2;3;"furthermore";"al&eacute;m disso"
2;3;"grants";"doa&ccedil;&otilde;es"
2;3;"judgements";"julgamentos"
2;3;"knowledge";"conhecimento"
2;3;"link";"ligar"
2;3;"mankind";"humanidade"
2;3;"mean";"significar, meant - significado"
2;3;"merit";"merecer"
2;3;"motion";"movimento"
2;3;"narrow";"estreito, limitada"
2;3;"need";"precisar, necessitar"
2;3;"often";"frequentemente"
2;3;"pile";"pilha"
2;3;"playful";"l&uacute;dica"
2;3;"press";"imprensa"
2;3;"prize";"pr&ecirc;mio"
2;3;"prize-winning";"premiado"
2;3;"question";"questionar"
2;3;"raise";"levantar"
2;3;"report";"relatar"
2;3;"research";"pesquisa, pesquisar"
2;3;"resources";"recursos"
2;3;"such as";"tal, tais"
2;3;"support";"apoiar"
2;3;"title";"t&iacute;tulo"
2;3;"trigger";"acionar"
2;3;"useful";"&uacute;til"
2;3;"usefulness";"utilidade"
2;4;"agree";"concordar"
2;4;"betterment";"melhora"
2;4;"bitterness";"amargura"
2;4;"brotherhood";"fraternidade"
2;4;"channel";"canalizar"
2;4;"citizens";"cidad&atilde;os"
2;4;"deepening";"(deep &#8212; profundo) progressivamente mais profundo"
2;4;"drop off";"cair"
2;4;"enjoy";"(curtir), aproveitar"
2;4;"eyebrows";"sobrancelhas"
2;4;"eyelashes";"c&iacute;lios"
2;4;"fellowman";"semelhante, pr&oacute;ximo"
2;4;"files";"arquivos"
2;4;"fortune";"fortuna"
2;4;"grateful";"agradecido"
2;4;"healthful";"saud&aacute;vel"
2;4;"helpless";"indefesos, destitu&iacute;dos (help &#8212; ajuda,  less – sem)"
2;4;"hopeless";"desesperadora (hope &#8212; esperan&ccedil;a,  less – sem)"
2;4;"income";"renda"
2;4;"look forward to a determination";"espere com determina&ccedil;&atilde;o"
2;4;"malnourished";"malnutrido"
2;4;"needed";"necessitadas"
2;4;"nevertheless";"no entanto"
2;4;"often";"frequentemente"
2;4;"outwardly";"abertamente, altruisticamente"
2;4;"peace";"paz"
2;4;"recognise";"reconhecer"
2;4;"restless";"inquieta"
2;4;"shared";"compartilhado"
2;4;"skinny";"magrinho"
2;4;"soul";"alma"
2;4;"startling";"chocante"
2;4;"streams";"correntes"
2;4;"suffer";"sofrer"
2;4;"teemed with";"repleto de"
2;4;"therefore";"portanto"
2;4;"thin";"fino"
2;4;"thoughts";"pensamentos"
2;4;"turn";"voltar"
2;4;"unselfishly";"de forma n&atilde;o ego&iacute;sta"
2;5;"alleged";"supostas, alegadas"
2;5;"angry";"zangado"
2;5;"cast";"apresentadas"
2;5;"choice";"escolha"
2;5;"dismantle";"demantelar"
2;5;"entertainment";"divers&atilde;o"
2;5;"flow";"fluxo"
2;5;"framed";"emoldurada"
2;5;"generate";"gerar"
2;5;"grow up";"crescer"
2;5;"healthy";"saud&aacute;vel"
2;5;"labor";"trabalhista"
2;5;"launch";"enviar"
2;5;"leadership";"lideran&ccedil;a"
2;5;"leisure";"lazer"
